sno,latitude,longitude,day_of_year,seconds_of_day
500107093,25.0512,121.53312,130,19742
500107095,25.07864,121.55557,129,77403
500107096,25.05791,121.53114,130,8342
500107097,25.05765,121.53299,130,21854
500107098,25.05277,121.53013,130,315
500107099,25.05481,121.53032,130,10743
500107100,25.05488,121.53142,130,21375
500107101,25.05215,121.53276,130,7682
500107102,25.05215,121.53171,130,7682
500107103,25.05499,121.53295,130,18902
500107104,25.07802,121.53511,130,18123
500107105,25.06873,121.52003,130,9244
500107106,25.06493,121.52778,130,10622
500107107,25.06532,121.52848,130,18902
500107108,25.07934,121.54671,130,19322
500107109,25.07983,121.55236,130,12122
500107110,25.06245,121.53043,130,17161
500107111,25.05473,121.54026,130,6781
500107112,25.06305,121.52776,130,12482
500107113,25.05476,121.53693,130,21074
500107114,25.06432,121.53349,130,18781
500107115,25.07063,121.52327,130,15302
500107116,25.08476,121.53789,130,13982
500107117,25.07818,121.56175,129,81604
500107118,25.05223,121.52581,130,13022
500107119,25.07825,121.55337,129,72375
500107120,25.05339,121.5401,130,13394
500107121,25.06819,121.52767,130,8281
500107122,25.05253,121.54256,130,9244
500107123,25.04478,121.53661,130,15841
500107124,25.05004,121.54043,130,18842
500107125,25.08431,121.54755,129,84603
500107126,25.05196,121.5433,130,13214
500107127,25.06228,121.53702,130,19203
500107128,25.06688,121.5257,130,19742
500107129,25.07059,121.52812,130,662
500107130,25.04699,121.53075,130,4803
500107131,25.05532,121.52769,130,17343
500107132,25.08519,121.55498,130,3195
500107133,25.08272,121.55624,80,39794
500107134,25.05427,121.53896,130,19515
500107135,25.05418,121.54332,130,7682
500107136,25.06419,121.53732,130,19203
500107137,25.05676,121.52268,130,18123
500107138,25.0448,121.54213,129,84603
500107139,25.04812,121.52166,130,12722
500107140,25.05236,121.52212,130,9302
500107141,25.05959,121.53682,130,7982
500107142,25.04919,121.54198,130,19442
500107143,25.04992,121.54379,130,19083
500107144,25.06037,121.53283,130,19322
500107145,25.06617,121.53526,129,39002
500107146,25.04808,121.52898,130,21375
500107147,25.05366,121.53282,130,4
500107149,25.07965,121.54148,130,6242
500107150,25.06246,121.54323,130,19203
500107151,25.05484,121.53521,130,4082
500107152,25.04634,121.53979,129,81004
500107153,25.08578,121.55225,129,73936
500107154,25.05126,121.53845,130,19203
500107155,25.08044,121.56152,130,10383
500107156,25.06493,121.53034,130,13034
500107157,25.07986,121.56152,130,12604
500107158,25.07734,121.5631,130,12604
500107159,25.06292,121.52299,130,18902
500107160,25.06409,121.54415,130,19742
500107161,25.04819,121.53282,130,19742
500107162,25.05018,121.53008,130,17402
500107163,25.05007,121.52107,130,15242
500107164,25.05767,121.52097,130,13262
500107165,25.05234,121.53003,130,11943
500107166,25.06339,121.54116,130,3317
500107167,25.08444,121.55657,130,6242
500107168,25.05181,121.53146,130,9004
500107169,25.07756,121.54556,129,47404
500107170,25.06596,121.54259,130,16742
500107171,25.04841,121.53889,130,4
500107172,25.0554,121.53908,130,18601
500107173,25.05381,121.52674,130,3182
500107174,25.05377,121.52456,130,19561
500107175,25.06671,121.52257,130,13202
500107176,25.06411,121.52446,130,18902
500107177,25.04628,121.53304,130,16923
500107178,25.05777,121.53951,130,3782
500107179,25.07241,121.55117,128,83403
500107180,25.08462,121.56016,129,77403
500107181,25.07913,121.54422,130,2294
500107182,25.05751,121.54215,130,12004
500107183,25.05623,121.53296,129,74715
500107184,25.06058,121.54236,130,4
500107185,25.05474,121.5383,130,21435
500108001,25.09122,121.55961,130,10682
500108002,25.08378,121.56208,129,57002
500108003,25.07977,121.56454,129,64636
500108004,25.08284,121.56449,130,17702
500108005,25.08637,121.56088,130,19322
500108006,25.08707,121.56406,130,7804
500108007,25.08637,121.56574,130,17343
500108008,25.0826,121.57158,129,59655
500108009,25.08398,121.57725,130,15302
500108010,25.08522,121.57462,130,19561
500108011,25.08803,121.59958,130,19275
500108012,25.07021,121.61593,121,38415
500108013,25.07177,121.61491,129,52802
500108014,25.0745,121.57389,129,76337
500108015,25.07524,121.5772,130,2175
500108016,25.08395,121.60185,130,16742
500108018,25.07958,121.59336,129,71115
500108019,25.07864,121.59177,130,13982
500108020,25.08301,121.56638,130,7035
500108021,25.08205,121.56716,130,18781
500108022,25.07932,121.56869,129,83403
500108023,25.08296,121.5752,130,18842
500108024,25.08598,121.572,130,6781
500108025,25.08436,121.59478,130,17463
500108026,25.0878,121.59227,130,14523
500108027,25.08785,121.5879,129,84603
500108028,25.07842,121.58464,130,6003
500108029,25.07695,121.58764,129,67155
500108030,25.07504,121.58375,129,82202
500108031,25.07758,121.58381,130,13382
500108032,25.07777,121.57961,130,1805
500108033,25.07538,121.58079,130,9063
500108034,25.05575,121.58486,129,84004
500108035,25.0559,121.57991,130,4
500108036,25.05768,121.58159,129,36434
500108037,25.05653,121.58345,130,17235
500108038,25.0539,121.58084,130,8642
500108039,25.06915,121.58898,129,25803
500108040,25.07007,121.62055,130,3438
500108041,25.06181,121.59447,130,6604
500108043,25.06256,121.58607,129,84004
500108044,25.05827,121.58707,129,70803
500108045,25.06058,121.5911,129,49203
500108046,25.06835,121.58323,130,17881
500108047,25.07335,121.57951,130,14523
500108048,25.06853,121.57813,129,48002
500108049,25.06709,121.58002,129,66375
500108050,25.06286,121.57497,130,3782
500108051,25.05594,121.57865,129,25803
500108052,25.05301,121.57592,129,25204
500108054,25.07151,121.58991,130,4203
500108055,25.06877,121.59265,130,18421
500108056,25.0674,121.59749,129,50404
500108057,25.07249,121.60796,130,6302
500108058,25.07332,121.60223,130,17222
500108059,25.0733,121.59834,129,67455
500108060,25.07988,121.58287,130,17402
500108061,25.08317,121.58109,130,12782
500108062,25.08357,121.58534,130,4755
500108063,25.08165,121.58891,130,14822
500108064,25.0835,121.59454,130,13022
500108065,25.07896,121.59921,129,24002
500108066,25.07792,121.59354,129,77403
500108067,25.06657,121.6136,130,19083
500108068,25.07669,121.61709,130,19442
500108069,25.08722,121.62306,129,50654
500108070,25.07967,121.57584,130,19203
500108071,25.07334,121.61962,130,18542
500108072,25.06261,121.59334,129,69018
500108073,25.06209,121.60347,130,9782
500108074,25.06927,121.61019,130,10204
500108075,25.0716,121.60936,130,14894
500108076,25.05707,121.57658,129,84603
500108077,25.05503,121.57823,130,11282
500108078,25.06516,121.59561,129,57002
500108079,25.06708,121.60059,129,25321
500108081,25.06854,121.61532,130,11642
500108082,25.08373,121.59406,130,17942
500108083,25.07611,121.57487,130,15903
500108084,25.07296,121.57603,130,18242
500108085,25.08554,121.59076,130,19742
500108086,25.07943,121.59544,130,11943
500108087,25.07567,121.6118,129,5041
500108088,25.07415,121.61075,130,9782
500108089,25.07514,121.60857,129,82804
500108090,25.05892,121.57354,130,3722
500108091,25.06682,121.5907,129,55203
500108092,25.05876,121.58062,130,18601
500108093,25.06455,121.58262,129,75618
500108094,25.08105,121.59205,130,662
500108095,25.08151,121.59764,130,17402
500108096,25.06851,121.59559,130,17161
500108097,25.06434,121.59399,128,75076
500108098,25.07848,121.57493,130,4337
500108099,25.08844,121.56122,130,14881
500108100,25.08454,121.584,112,41215
500108102,25.0606,121.58286,129,73695
500108103,25.06017,121.57552,129,74775
500108104,25.06007,121.60138,129,42004
500108105,25.07433,121.58584,130,4803
500108106,25.05928,121.58617,129,52802
500108107,25.08503,121.5637,130,4203
500108108,25.06935,121.58692,129,77054
500108109,25.07168,121.58125,130,721
500108110,25.06664,121.61351,130,18242
500108111,25.06874,121.58923,129,39002
500108112,25.08627,121.5914,130,18004
500108115,25.07038,121.60352,129,25204
500108116,25.07676,121.57433,129,76816
500108117,25.07777,121.57562,130,8281
500108118,25.07192,121.61955,129,77403
500108119,25.0812,121.57067,130,12004
500108120,25.07823,121.5898,130,6735
500108121,25.08781,121.55872,129,76875
500108122,25.07243,121.57416,129,72854
500108123,25.07392,121.61545,129,4203
500108124,25.06671,121.58913,130,15002
500108126,25.07849,121.61666,129,48675
500108127,25.07539,121.6203,130,11404
500108128,25.08004,121.57568,130,18362
500108129,25.06058,121.5866,129,55203
500108131,25.06321,121.57681,129,77403
500108132,25.06745,121.57513,130,8883
500108133,25.08968,121.58352,130,17402
500108134,25.08416,121.59665,130,11642
500108135,25.0735,121.61258,130,5161
500108136,25.08227,121.5909,129,83403
500108137,25.06643,121.61732,130,3604
500108138,25.08464,121.57945,129,67034
500108139,25.0786,121.58302,130,603
500108140,25.06265,121.57427,129,85154
500108141,25.06126,121.58201,129,41115
500108142,25.0721,121.60991,129,29474
500108143,25.08019,121.56316,129,84135
500108144,25.08156,121.56227,129,48002
500108145,25.08067,121.5656,130,3795
500108146,25.08202,121.56861,130,4082
500108147,25.06749,121.57784,129,50404
500108148,25.06888,121.57711,129,68895
500108150,25.07345,121.57848,129,81604
500108151,25.07821,121.57103,130,5595
500108152,25.07733,121.5727,130,8642
500108153,25.07897,121.5737,130,4156
500108154,25.08049,121.57361,130,16321
500108156,25.06805,121.58488,129,81604
500108157,25.06605,121.58206,129,66136
500108158,25.06407,121.57787,130,12482
500108159,25.06151,121.57811,130,18063
500108160,25.08152,121.56489,130,3494
500108161,25.08203,121.56298,129,57002
500108162,25.08318,121.56154,129,50835
500108164,25.07941,121.57277,129,81604
500108165,25.07074,121.61803,130,3003
500108166,25.08035,121.5705,129,85803
500108167,25.07983,121.59625,129,82804
500108168,25.08227,121.56709,130,6735
500108169,25.06153,121.60033,130,1754
500108170,25.08514,121.56161,130,19322
500108171,25.07567,121.57341,130,11404
500108172,25.07862,121.58796,130,603
500108173,25.06099,121.59662,126,22141
500108174,25.07264,121.60692,130,12004
500108175,25.07595,121.62257,129,83403
500108176,25.08438,121.57876,130,17702
500108177,25.06092,121.58898,128,30602
500108178,25.05703,121.57861,129,81604
500108179,25.05698,121.58173,130,18421
500108181,25.08389,121.57189,130,12004
500108182,25.06468,121.58654,130,603
500108183,25.07165,121.61177,130,603
500108184,25.06658,121.60803,128,55635
500108185,25.0692,121.6122,130,15302
500108186,25.06082,121.58757,129,52203
500108187,25.07712,121.58096,129,81004
500108188,25.06701,121.61194,130,4203
500108189,25.08383,121.60253,130,3003
500108190,25.08533,121.558,130,9603
500108191,25.08645,121.56928,129,57002
500108192,25.06572,121.59778,128,79204
500108193,25.06703,121.59048,129,81004
500108194,25.07834,121.58076,130,20057
500108195,25.07837,121.59652,130,7982
500108196,25.07966,121.59793,130,5462
500108197,25.07077,121.59,129,52203
500108199,25.06769,121.61163,130,4203
500108200,25.06865,121.60884,129,25803
500108201,25.07457,121.5901,130,7682
500108202,25.08899,121.56036,129,68235
500108203,25.08409,121.57066,129,59416
500108204,25.08107,121.58609,129,84603
500108205,25.08443,121.56912,130,13803
500108206,25.08466,121.56577,129,66315
500109001,25.1168,121.5048,130,16742
500109002,25.10981,121.49886,130,196
500109003,25.11357,121.52255,130,3182
500109004,25.10896,121.51936,130,11943
500109005,25.10788,121.51457,130,12122
500109006,25.12416,121.52607,130,10204
500109007,25.11739,121.46288,130,19561
500109008,25.11884,121.46912,130,14834
500109009,25.1203,121.4665,130,5342
500109010,25.13149,121.47365,129,72677
500109011,25.12397,121.46712,130,18842
500109012,25.12618,121.46737,129,85803
500109013,25.12796,121.46782,130,11522
500109014,25.1231,121.47092,129,77354
500109015,25.1378,121.4863,130,19742
500109016,25.13666,121.48159,130,19825
500109017,25.13475,121.49613,130,4203
500109018,25.13997,121.48967,129,82336
500109019,25.13776,121.49345,130,19742
500109020,25.14582,121.49303,129,81604
500109022,25.13691,121.49987,130,21974
500109023,25.13733,121.50339,130,19442
500109024,25.13187,121.499,130,1204
500109025,25.12634,121.50099,130,19442
500109026,25.12297,121.50158,130,4982
500109027,25.12725,121.50676,130,19203
500109028,25.12814,121.49782,130,16923
500109029,25.11798,121.50342,130,18362
500109030,25.12666,121.50373,130,3003
500109031,25.12087,121.50523,130,18601
500109032,25.11666,121.50962,130,17463
500109033,25.11912,121.51223,130,15302
500109034,25.11451,121.51567,130,13262
500109035,25.11752,121.51662,130,17463
500109036,25.11542,121.51469,130,18421
500109037,25.11753,121.52186,130,17702
500109039,25.1144,121.51307,130,4082
500109040,25.11865,121.5235,130,9363
500109041,25.11978,121.50422,130,1204
500109042,25.11587,121.50576,130,7682
500109043,25.11093,121.51382,130,5354
500109044,25.1137,121.52437,130,603
500109045,25.10467,121.51654,129,82804
500109046,25.12501,121.47158,130,14582
500109047,25.13485,121.47769,130,9063
500109048,25.12081,121.51352,129,84004
500109049,25.13675,121.50224,130,6122
500109050,25.13872,121.5021,130,541
500109051,25.11272,121.50922,130,6915
500109052,25.11416,121.50771,130,17715
500109053,25.11,121.51841,130,16203
500109054,25.13102,121.50408,130,18421
500109055,25.10032,121.50599,130,18842
500109056,25.14319,121.49621,129,34877
500109057,25.10065,121.51107,129,67397
500109058,25.14058,121.49915,129,81734
500109059,25.14045,121.50446,130,4442
500109060,25.11535,121.51736,130,18842
500109061,25.12287,121.5037,129,85276
500109062,25.14193,121.50835,128,82381
500109063,25.12533,121.50573,130,5342
500109064,25.11857,121.51846,130,6003
500109065,25.12862,121.5033,306,13874
500109066,25.1094,121.51248,130,12004
500109067,25.13774,121.50142,130,4936
500109068,25.13529,121.49664,130,3182
500109070,25.13431,121.50226,129,58875
500109071,25.12757,121.47207,129,85935
500109072,25.14319,121.49093,130,18362
500109073,25.13684,121.50792,129,62655
500109074,25.1439,121.49447,130,4982
500109075,25.13258,121.49862,130,9063
500109076,25.11879,121.51921,130,4574
500109077,25.12082,121.50727,130,10263
500109078,25.13043,121.50017,130,8281
500109079,25.13076,121.47347,130,19442
500109080,25.10171,121.51263,129,66315
500109081,25.13201,121.49817,130,19561
500109082,25.10392,121.51244,129,66555
500109084,25.12595,121.51098,128,73154
500109085,25.13713,121.49706,130,4
500109086,25.1419,121.4989,129,82202
500109087,25.12307,121.49906,129,81016
500109088,25.11969,121.50169,129,39002
500109089,25.10576,121.5173,130,1204
500109091,25.13905,121.50012,130,8461
500109092,25.11944,121.51453,129,84376
500109093,25.11955,121.46735,130,18781
500109094,25.12518,121.46922,130,14404
500109095,25.11483,121.49934,130,19203
500109096,25.12231,121.49964,129,64577
500109097,25.13843,121.48802,130,10323
500109098,25.13997,121.48711,129,74235
500109099,25.11332,121.51615,130,19561
500109100,25.12771,121.47071,129,52802
500109101,25.12066,121.46228,130,17463
500109102,25.14262,121.51218,127,43804
500109103,25.11032,121.51097,130,20176
500109104,25.12164,121.52404,130,4082
500109105,25.13632,121.49686,130,14281
500109106,25.13939,121.50571,127,30603
500109107,25.13709,121.4996,130,12722
500109108,25.13372,121.49602,129,57002
500109109,25.13401,121.50564,129,81004
500109111,25.10192,121.51719,129,49203
500110002,25.04987,121.57785,130,19754
500110003,25.05009,121.57202,130,3182
500110004,25.05503,121.56876,130,19742
500110005,25.04878,121.56087,130,8883
500110006,25.05136,121.56283,130,19742
500110007,25.05155,121.5636,130,10622
500110008,25.04937,121.558,130,13022
500110009,25.05152,121.5646,130,13803
500110010,25.05492,121.56701,130,19742
500110011,25.0622,121.54565,130,19561
500110012,25.06374,121.54767,130,9244
500110013,25.06095,121.54731,130,14582
500110014,25.05804,121.54897,130,18542
500110015,25.0546,121.54486,130,20596
500110016,25.0619,121.56328,130,14281
500110017,25.05907,121.56305,130,18542
500110018,25.05157,121.55118,130,11642
500110019,25.04826,121.55235,130,17463
500110020,25.05633,121.55286,130,13202
500110021,25.06118,121.55098,130,18542
500110022,25.062,121.56019,130,19203
500110023,25.05925,121.56888,130,15302
500110024,25.05834,121.55496,129,85203
500110025,25.061286751494,121.566678992451,130,17942
500110026,25.04459,121.55252,130,18421
500110027,25.04488,121.54992,130,16394
500110028,25.05419,121.55631,130,19083
500110029,25.05528,121.559,129,78734
500110030,25.05433,121.56545,130,18123
500110031,25.06206,121.55475,130,19442
500110032,25.0484,121.56586,130,12902
500110033,25.04693,121.55771,130,19083
500110034,25.04606,121.55665,130,19155
500110035,25.05347,121.55436,130,12122
500110036,25.04769,121.5448,130,14582
500110037,25.05143,121.55716,130,17402
500110038,25.05846,121.55947,130,15181
500110039,25.05408,121.56095,130,17702
500110040,25.05606,121.56345,130,18601
500110041,25.04763,121.56115,130,18421
500110042,25.04524,121.54659,130,16742
500110043,25.05278,121.54478,130,18601
500110044,25.05168,121.54506,130,13262
500110045,25.0648,121.56788,130,19322
500110046,25.04951,121.54941,130,14055
500110047,25.05176,121.55352,130,16923
500110048,25.0536,121.54871,130,18842
500110049,25.05147,121.57683,130,17582
500110050,25.05013,121.57635,130,8404
500110051,25.062,121.54472,130,1805
500110052,25.05163,121.55907,130,18123
500110053,25.06241,121.56831,130,19203
500110054,25.05198,121.5681,130,8894
500110055,25.05406,121.56407,130,16682
500110056,25.05378,121.55893,130,10622
500110057,25.04634,121.5542,130,16804
500110058,25.05173,121.55609,130,17942
500110059,25.04954,121.55261,130,18004
500110060,25.05567,121.56713,129,84004
500110061,25.05149,121.56535,130,19561
500110062,25.04962,121.57746,130,17582
500110063,25.05722,121.55706,130,19203
500110064,25.05226,121.54926,130,19561
500110065,25.04802,121.54864,130,15542
500110066,25.0615,121.56332,130,3182
500110067,25.04985,121.57189,129,64095
500110068,25.05452,121.54636,130,14894
500110069,25.04942,121.57503,130,12722
500110070,25.05014,121.57692,130,19083
500110071,25.05152,121.55243,130,16923
500110072,25.05181,121.5521,130,10804
500110073,25.0542,121.5491,130,974
500110074,25.05764,121.54443,130,18004
500110076,25.0444,121.55397,130,19742
500110077,25.05454,121.55417,130,17942
500110078,25.05129,121.56426,130,16923
500110079,25.05139,121.57062,130,19561
500110080,25.06432,121.54537,130,16382
500110081,25.05708,121.56486,130,9363
500110082,25.04742,121.56305,130,19083
500110083,25.06589,121.54529,130,12256
500110084,25.06457,121.56458,130,9603
500110085,25.05936,121.56586,130,19561
500110086,25.06185,121.55,130,19561
500110087,25.05028,121.56879,130,17222
500110088,25.056,121.5467,130,17222
500110089,25.05725,121.56608,130,20717
500110090,25.05434,121.56878,129,61034
500110091,25.05779,121.56167,130,17343
500110092,25.06054,121.55489,128,81003
500110093,25.05141,121.57972,129,50775
500110095,25.06575,121.568,129,21722
500110096,25.06293,121.56296,129,84004
500110097,25.06198,121.55711,129,47535
500110098,25.05023,121.56153,130,19203
500111001,25.04591,121.59226,130,19561
500111002,25.04128,121.59089,130,16804
500111003,25.05014,121.59238,130,9302
500111004,25.04919,121.58832,130,3003
500111005,25.04437,121.58133,130,3003
500111006,25.04843,121.58154,130,17702
500111007,25.04608,121.58315,130,14404
500111008,25.04592,121.5882,130,19442
500111009,25.04281,121.58613,130,19561
500111010,25.04239,121.61683,130,18421
500111011,25.04054,121.61374,129,66136
500111012,25.04763,121.61145,129,81604
500111013,25.05469,121.61669,130,9363
500111014,25.04697,121.61375,130,4203
500111015,25.04499,121.61775,130,5054
500111016,25.04139,121.6191,130,6122
500111017,25.03564,121.61415,130,4442
500111018,25.054,121.61334,130,3676
500111019,25.05933,121.61677,130,662
500111020,25.05668,121.61137,129,67577
500111021,25.05629,121.607,130,12482
500111022,25.05485,121.60866,130,16203
500111023,25.05716,121.59792,130,1277
500111024,25.05437,121.59423,130,18123
500111025,25.05252,121.60922,130,12782
500111026,25.05201,121.60741,130,13022
500111027,25.05192,121.60642,130,6781
500111028,25.05507,121.6028,130,4803
500111029,25.03392,121.60985,130,18123
500111030,25.04681,121.61703,129,52157
500111031,25.04805,121.61594,130,17161
500111032,25.05343,121.59945,130,15242
500111033,25.05766,121.60396,130,19083
500111034,25.05211,121.59839,129,84004
500111035,25.05326,121.60656,130,18902
500111036,25.05266,121.61275,130,8342
500111037,25.05627,121.61369,130,19561
500111038,25.05831,121.61422,129,68475
500111039,25.03595,121.61688,129,53896
500111040,25.0521,121.59053,129,85803
500111041,25.05285,121.59279,130,19442
500111042,25.05234,121.58152,130,19742
500111043,25.05289,121.58599,129,40203
500111044,25.05168,121.58284,129,33002
500111045,25.05064,121.5803,130,18421
500111046,25.04511,121.5836,130,12004
500111047,25.04193,121.58493,130,16804
500111048,25.03884,121.58788,130,12482
500111049,25.06148,121.61384,130,19561
500111050,25.05937,121.61072,130,10383
500111051,25.05293,121.60549,129,71417
500111052,25.04014,121.61766,130,4
500111053,25.06164,121.61267,130,19322
500111054,25.06271,121.61597,129,55203
500111055,25.05853,121.60983,130,603
500111056,25.05436,121.6181,130,8281
500111057,25.05172,121.61686,130,18242
500111058,25.03987,121.62015,129,82634
500111059,25.05705,121.59265,130,14881
500111060,25.0582,121.59368,130,18781
500111061,25.05465,121.6185,129,82695
500111062,25.05535,121.61838,130,11642
500111063,25.04675,121.58731,130,17343
500111064,25.04134,121.59323,130,8642
500111065,25.04969,121.58028,129,73217
500111066,25.0483,121.59425,129,84675
500111067,25.05368,121.59969,129,75135
500111068,25.05225,121.60766,129,70997
500111069,25.05343,121.60633,130,17942
500111070,25.04177,121.58735,130,17881
500111071,25.04998,121.58383,130,19203
500111072,25.03878,121.59302,130,18123
500111073,25.04066,121.58877,130,2535
500111074,25.05543,121.5892,130,18242
500111075,25.04557,121.58629,130,1204
500111076,25.05545,121.61646,130,19742
500111077,25.03827,121.62274,130,5041
500111078,25.05394,121.59124,129,85803
500111079,25.05066,121.59431,130,18123
500111080,25.04916,121.58906,130,22095
500111081,25.04126,121.6118,129,81604
500111082,25.05457,121.58781,130,17463
500111083,25.05381,121.58638,130,19322
500111084,25.0488,121.58742,130,17582
500111085,25.05296,121.61713,130,16995
500111086,25.04728,121.58605,130,19322
500111087,25.04487,121.61481,129,84603
500111088,25.05163,121.59535,129,62597
500111089,25.05486,121.5944,130,16923
500111090,25.04997,121.6162,129,25803
500111091,25.05801,121.60674,129,52203
500111092,25.03999,121.61538,130,2896
500111093,25.04159,121.61532,130,3003
500111094,25.04287,121.61342,130,7204
500111095,25.04691,121.58192,129,67817
500111096,25.05469,121.60381,129,77403
500111097,25.06043,121.61498,130,1277
500111098,25.04015,121.59111,130,4
500111113,25.058,121.62189,130,1805
500111114,25.05124,121.59361,129,82804
500111115,25.05156,121.6014,130,18601
500111116,25.05216,121.60338,130,7982
500111117,25.04857,121.59401,129,72435
500111118,25.0614,121.61795,128,46203
500111119,25.05791,121.61704,129,55456
500111120,25.0586,121.61973,129,82804
500111121,25.06148,121.61698,129,30794
500111123,25.05312,121.58928,127,2221
500112001,25.02035,121.55769,130,21015
500112002,25.02561,121.55409,130,18781
500112003,25.02811,121.55671,130,18123
500112004,25.0132,121.56335,129,49203
500112005,25.01545,121.56134,129,2222
500112006,25.02698,121.55841,130,19083
500112007,25.02668,121.56175,130,19742
500112008,25.02868,121.55932,130,14822
500112009,25.03162,121.57396,130,18302
500112010,25.03222,121.56974,130,4442
500112011,25.02863,121.56981,130,19203
500112012,25.02678,121.56884,130,17161
500112013,25.03616,121.56983,130,17822
500112014,25.03295,121.56867,130,14582
500112015,25.03471,121.57301,130,16742
500112016,25.0382,121.57495,130,12722
500112017,25.02868,121.56672,130,19742
500112018,25.03189,121.56678,129,83955
500112019,25.03275,121.56337,130,19203
500112020,25.03003,121.56287,130,19083
500112021,25.03281,121.55756,345,32654
500112022,25.03452,121.5576,130,19083
500112023,25.03745,121.5602,130,3604
500112024,25.03961,121.57199,130,12004
500112025,25.03423,121.57636,130,18781
500112026,25.03894,121.57915,130,15841
500112027,25.0347,121.58018,130,13202
500112028,25.03301,121.58096,129,85203
500112029,25.03801,121.56541,130,18781
500112030,25.03607,121.56535,130,22037
500112031,25.03627,121.56383,130,17582
500112032,25.03899,121.56369,130,18781
500112033,25.03599,121.56218,130,19322
500112035,25.03306,121.5662,130,17582
500112036,25.03338,121.56333,130,18902
500112037,25.0427,121.58112,130,15903
500112038,25.03476,121.56865,130,21674
500112039,25.03846,121.58618,130,17702
500112040,25.03841,121.58355,130,7804
500112042,25.03918,121.56654,130,19203
500112043,25.0401,121.56822,130,18601
500112044,25.04626,121.57045,130,18004
500112045,25.02388,121.56984,130,19083
500112046,25.0193,121.57105,130,17222
500112047,25.04773,121.56895,130,14281
500112048,25.04732,121.57211,130,18676
500112049,25.0489,121.57841,130,19203
500112050,25.04797,121.57432,130,18842
500112051,25.04548,121.57207,130,18902
500112052,25.02969,121.55766,130,17402
500112053,25.04927,121.57205,130,19742
500112054,25.0433,121.5638,130,17881
500112055,25.03005,121.55764,130,18302
500112056,25.04108,121.5629,130,19083
500112057,25.0213,121.57027,130,3782
500112058,25.04395,121.58184,130,18302
500112059,25.04519,121.57712,130,19561
500112060,25.04345,121.57539,130,21554
500112061,25.04561,121.57549,130,16804
500112062,25.04623,121.57772,130,5404
500112063,25.0432,121.57789,130,21074
500112064,25.03295,121.5712,130,12004
500112065,25.03657,121.57349,130,16923
500112066,25.03511,121.56369,130,13262
500112067,25.0383,121.5762,130,19322
500112068,25.04185,121.57204,130,12782
500112069,25.04516,121.56702,130,11642
500112070,25.0405,121.57538,130,18123
500112071,25.02606,121.5631,130,19322
500112072,25.03593,121.57906,130,16382
500112073,25.03771,121.56124,129,82202
500112075,25.03321,121.55873,130,16321
500112076,25.0327,121.56157,130,12004
500112078,25.02236,121.56268,130,10682
500112079,25.0426,121.58381,130,8642
500112080,25.03929,121.58755,130,14822
500112081,25.03656,121.56866,130,18063
500112082,25.03404,121.56598,130,22335
500112083,25.03214,121.55974,130,6604
500112084,25.02976,121.5642,130,19322
500112085,25.04084,121.56789,130,18004
500112086,25.04719,121.58058,130,17222
500112087,25.02306,121.57036,130,3782
500112088,25.02474,121.56741,130,21974
500112089,25.0409,121.5705,130,13622
500112090,25.03203,121.5615,130,17161
500112091,25.03047,121.56838,130,3735
500112092,25.03322,121.57433,130,8461
500112093,25.04146,121.56731,130,17822
500112094,25.02326,121.56329,130,21915
500112095,25.02605,121.5577,130,16742
500112096,25.02589,121.56073,130,19322
500112097,25.02186,121.55532,130,18123
500112098,25.04533,121.57915,130,19742
500112099,25.03866,121.58082,130,20416
500112100,25.02188,121.55891,130,14476
500112101,25.04367,121.56741,86,68256
500112102,25.0246,121.56028,130,15604
500112103,25.04144,121.56126,130,18421
500112104,25.04206,121.55792,130,19083
500112105,25.04482,121.55795,130,10743
500112106,25.04557,121.58059,130,18242
500112107,25.02261,121.57178,130,3782
500112108,25.04892,121.56906,130,13022
500112109,25.02559,121.56954,130,12004
500112110,25.03633,121.57582,130,18601
500112111,25.02815,121.56114,130,9603
500112113,25.04584,121.57273,130,17702
500112114,25.03706,121.56124,130,17881
500112115,25.02309,121.55537,130,19442
500112116,25.02383,121.56767,130,18302
500112117,25.03942,121.56149,129,37935
500112118,25.03784,121.55768,130,14355
500112119,25.03284,121.56555,130,16923
500112120,25.03568,121.58133,129,4742
500112123,25.04831,121.57766,130,14281
500112124,25.0304,121.5654,130,15781
500112125,25.03098,121.5697,130,3915
500113001,25.02365,121.49528,130,15482
500113002,25.0216,121.49597,130,20536
500113003,25.01975,121.4973,130,22394
500113004,25.02485,121.50898,130,19322
500113005,25.02442,121.5107,130,16321
500113006,25.02297,121.50845,130,15604
500113007,25.02481,121.50755,130,19442
500113008,25.02594,121.50651,130,17881
500113009,25.0241,121.50289,130,14523
500113010,25.02085,121.50539,129,47404
500113012,25.02964,121.50258,130,12604
500113013,25.02582,121.50255,130,5174
500113014,25.03124,121.50122,130,14281
500113015,25.03116,121.50336,130,6604
500113016,25.03301,121.5016,129,70275
500113017,25.02257,121.49807,129,80355
500113018,25.01688,121.49534,130,21435
500113019,25.02332,121.49264,130,18842
500113020,25.02516,121.49604,130,17881
500113022,25.02744,121.49619,130,14523
500113023,25.03267,121.49757,130,6242
500113025,25.02673,121.49176,130,19405
500113026,25.03284,121.48908,130,18004
500113027,25.03397,121.49029,130,8883
500113028,25.03388,121.49293,130,15242
500113029,25.03203,121.49127,130,19322
500113030,25.03124,121.49075,130,3003
500113031,25.03383,121.4946,130,3003
