sno,latitude,longitude,day_of_year,seconds_of_day,hour,weekday,usage_ratio,is_near_mrt,is_near_park,is_near_school,district_中山區,district_中正區,district_信義區,district_內湖區,district_北投區,district_南港區,district_士林區,district_大同區,district_大安區,district_文山區,district_松山區,district_臺大公館校區,district_萬華區,weekday_sin,weekday_cos,hour_sin,hour_cos,total_0_30,total_30_60,total_60_plus,rent_0_30,rent_30_60,rent_60_plus,return_0_30,return_30_60,return_60_plus,total_bikes,rent_bikes,return_bikes,is_high_error,relative_error
500105018,24.98737,121.57726,130,15242,4,5,0.532258064516129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,1,0,0,90,45,15,1,175.9563636363636
500105026,24.98747,121.54984,130,19561,5,5,0.5128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500105027,24.98573,121.54532,130,1394,0,5,0.8974358974358975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500105027,24.98573,121.54532,130,1394,0,5,0.8974358974358975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500105033,24.98574,121.56745,130,19442,5,5,0.1388888888888889,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500105033,24.98574,121.56745,130,19442,5,5,0.1388888888888889,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500105070,25.00825,121.53419,130,19083,5,5,0.925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106009,25.02277,121.52289,130,1204,0,5,0.7948717948717948,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106010,25.02092,121.52049,129,83475,23,4,0.9333333333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106014,25.02338,121.51889,130,19203,5,5,0.6379310344827587,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106014,25.02338,121.51889,130,19203,5,5,0.6379310344827587,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106029,25.02886,121.50518,130,17942,4,5,0.7073170731707317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106048,25.0357,121.5241,130,18242,5,5,0.0847457627118644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106050,25.03648,121.50951,130,662,0,5,0.0217391304347826,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106051,25.03792,121.50846,130,5117,1,5,0.0277777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106053,25.04129,121.5112,130,5536,1,5,0.0212765957446808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106055,25.03545,121.51327,130,16682,4,5,0.074074074074074,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,1,0,0,90,90,15,1,451.9127272727272
500106055,25.03545,121.51327,130,16682,4,5,0.074074074074074,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,1,0,90,45,45,1,175.9563636363636
500106059,25.04412,121.51025,130,11175,3,5,0.0232558139534883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106059,25.04412,121.51025,130,11175,3,5,0.0232558139534883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106065,25.04178,121.51907,130,8404,2,5,0.0975609756097561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106070,25.04478,121.53274,130,15302,4,5,0.1282051282051282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106071,25.04503,121.51968,130,14762,4,5,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106085,25.03828,121.51524,130,3782,1,5,0.1212121212121212,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106112,25.04724,121.51272,130,15841,4,5,0.0909090909090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500106132,25.03896,121.51093,130,8281,2,5,0.072463768115942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,0,1,0,0,1,1,0,0,90,90,15,1,451.9127272727272
500106132,25.03896,121.51093,130,8281,2,5,0.072463768115942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,0,1,0,0,1,1,0,0,90,90,15,1,451.9127272727272
500107012,25.04585,121.54375,130,19203,5,5,0.1923076923076923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107012,25.04585,121.54375,130,19203,5,5,0.1923076923076923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107022,25.05778,121.53692,130,19203,5,5,0.2765957446808511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107028,25.05246,121.5332,130,16923,4,5,0.36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,1,0,90,45,45,1,175.9563636363636
500107029,25.04762,121.54043,130,17894,4,5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107050,25.06424,121.54037,130,18902,5,5,0.6304347826086957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107051,25.06251,121.53765,130,4082,1,5,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107056,25.07154,121.53058,130,18842,5,5,0.1944444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107062,25.05867,121.53305,130,18242,5,5,0.6122448979591837,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107116,25.08476,121.53789,130,13982,3,5,0.7857142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107116,25.08476,121.53789,130,13982,3,5,0.7857142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500107155,25.08044,121.56152,130,10383,2,5,0.1142857142857142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500108022,25.07932,121.56869,129,83403,23,4,0.0333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,0,0,1,0,1,0,1,0,0,90,45,15,1,175.9563636363636
500108044,25.05827,121.58707,129,70803,19,4,0.0410958904109589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,1,1,0,0,90,90,15,1,451.9127272727272
500108044,25.05827,121.58707,129,70803,19,4,0.0410958904109589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0,0,1,0,1,0,1,0,0,90,45,15,1,175.9563636363636
500108071,25.07334,121.61962,130,18542,5,5,0.7142857142857143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500108071,25.07334,121.61962,130,18542,5,5,0.7142857142857143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500108071,25.07334,121.61962,130,18542,5,5,0.7142857142857143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500108071,25.07334,121.61962,130,18542,5,5,0.7142857142857143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109015,25.1378,121.4863,130,19742,5,5,0.0666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109015,25.1378,121.4863,130,19742,5,5,0.0666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109022,25.13691,121.49987,130,21974,6,5,0.9047619047619048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109022,25.13691,121.49987,130,21974,6,5,0.9047619047619048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109027,25.12725,121.50676,130,19203,5,5,0.9482758620689656,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109027,25.12725,121.50676,130,19203,5,5,0.9482758620689656,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109031,25.12087,121.50523,130,18601,5,5,0.1041666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109032,25.11666,121.50962,130,17463,4,5,0.9714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,1,0,0,90,90,15,1,451.9127272727272
500109032,25.11666,121.50962,130,17463,4,5,0.9714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,1,0,90,45,45,1,175.9563636363636
500109034,25.11451,121.51567,130,13262,3,5,0.6290322580645161,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,0,1,0,1,0,1,0,0,90,45,15,1,175.9563636363636
500109034,25.11451,121.51567,130,13262,3,5,0.6290322580645161,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,0,1,0,1,0,0,1,0,90,45,45,1,175.9563636363636
500109053,25.11,121.51841,130,16203,4,5,0.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109054,25.13102,121.50408,130,18421,5,5,0.8205128205128205,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109068,25.13529,121.49664,130,3182,0,5,0.9090909090909092,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109075,25.13258,121.49862,130,9063,2,5,0.0862068965517241,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109081,25.13201,121.49817,130,19561,5,5,0.275,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109081,25.13201,121.49817,130,19561,5,5,0.275,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109081,25.13201,121.49817,130,19561,5,5,0.275,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500109092,25.11944,121.51453,129,84376,23,4,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110005,25.04878,121.56087,130,8883,2,5,0.2987012987012987,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,0,1,0,1,0,0,1,0,90,45,45,1,175.9563636363636
500110005,25.04878,121.56087,130,8883,2,5,0.2987012987012987,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,0,1,0,1,0,1,0,0,90,45,15,1,175.9563636363636
500110005,25.04878,121.56087,130,8883,2,5,0.2987012987012987,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,0,1,0,0,1,1,0,0,90,90,15,1,451.9127272727272
500110008,25.04937,121.558,130,13022,3,5,0.4838709677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110013,25.06095,121.54731,130,14582,4,5,0.4390243902439024,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110013,25.06095,121.54731,130,14582,4,5,0.4390243902439024,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110021,25.06118,121.55098,130,18542,5,5,0.2083333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110023,25.05925,121.56888,130,15302,4,5,0.7254901960784313,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110023,25.05925,121.56888,130,15302,4,5,0.7254901960784313,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110036,25.04769,121.5448,130,14582,4,5,0.1515151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110039,25.05408,121.56095,130,17702,4,5,0.7954545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110044,25.05168,121.54506,130,13262,3,5,0.3653846153846153,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110046,25.04951,121.54941,130,14055,3,5,0.1276595744680851,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110060,25.05567,121.56713,129,84004,23,4,0.8387096774193549,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110065,25.04802,121.54864,130,15542,4,5,0.0727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110065,25.04802,121.54864,130,15542,4,5,0.0727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110073,25.0542,121.5491,130,974,0,5,0.1333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500110091,25.05779,121.56167,130,17343,4,5,0.4722222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111003,25.05014,121.59238,130,9302,2,5,0.2153846153846154,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0,0,1,0,1,0,0,1,0,90,45,45,1,175.9563636363636
500111005,25.04437,121.58133,130,3003,0,5,0.1320754716981132,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111007,25.04608,121.58315,130,14404,4,5,0.4651162790697674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111008,25.04592,121.5882,130,19442,5,5,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111012,25.04763,121.61145,129,81604,22,4,0.3684210526315789,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111014,25.04697,121.61375,130,4203,1,5,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111016,25.04139,121.6191,130,6122,1,5,0.9411764705882352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111019,25.05933,121.61677,130,662,0,5,0.1285714285714285,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,1,0,1,0,0,1,0,90,45,45,1,175.9563636363636
500111020,25.05668,121.61137,129,67577,18,4,0.951219512195122,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111020,25.05668,121.61137,129,67577,18,4,0.951219512195122,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111020,25.05668,121.61137,129,67577,18,4,0.951219512195122,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111023,25.05716,121.59792,130,1277,0,5,0.7291666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111060,25.0582,121.59368,130,18781,5,5,0.7843137254901961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111119,25.05791,121.61704,129,55456,15,4,0.972972972972973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500111119,25.05791,121.61704,129,55456,15,4,0.972972972972973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500112006,25.02698,121.55841,130,19083,5,5,0.6097560975609756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,1,0,0,1,0,1,0,0,45,45,15,1,175.9563636363636
500112007,25.02668,121.56175,130,19742,5,5,0.203125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,0,1,0,1,0,1,0,0,90,45,15,1,175.9563636363636
500112007,25.02668,121.56175,130,19742,5,5,0.203125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,0,1,0,1,0,1,0,0,90,45,15,1,175.9563636363636
500112009,25.03162,121.57396,130,18302,5,5,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0,0,1,0,1,0,1,0,0,90,45,15,1,175.9563636363636
