sno,latitude,longitude,day_of_year,seconds_of_day,hour,weekday,usage_ratio,is_near_mrt,is_near_park,is_near_school,district_中山區,district_中正區,district_信義區,district_內湖區,district_北投區,district_南港區,district_士林區,district_大同區,district_大安區,district_文山區,district_松山區,district_臺大公館校區,district_萬華區,weekday_sin,weekday_cos,hour_sin,hour_cos
500108131,25.06321,121.57681,129,77403,21,4,0.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474
500108132,25.06745,121.57513,130,8883,2,5,0.52,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500108133,25.08968,121.58352,130,17402,4,5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500108134,25.08416,121.59665,130,11642,3,5,0.7272727272727273,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500108135,25.0735,121.61258,130,5161,1,5,0.4285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108136,25.08227,121.5909,129,83403,23,4,0.4375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500108137,25.06643,121.61732,130,3604,1,5,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108138,25.08464,121.57945,129,67034,18,4,0.0476190476190476,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
500108139,25.0786,121.58302,130,603,0,5,0.2666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500108140,25.06265,121.57427,129,85154,23,4,0.0666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500108141,25.06126,121.58201,129,41115,11,4,0.0434782608695652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682
500108142,25.0721,121.60991,129,29474,8,4,0.0666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
500108143,25.08019,121.56316,129,84135,23,4,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500108144,25.08156,121.56227,129,48002,13,4,0.8333333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890683
500108145,25.08067,121.5656,130,3795,1,5,0.2352941176470588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108146,25.08202,121.56861,130,4082,1,5,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108147,25.06749,121.57784,129,50404,14,4,0.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
500108148,25.06888,121.57711,129,68895,19,4,0.4666666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203
500108150,25.07345,121.57848,129,81604,22,4,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500108151,25.07821,121.57103,130,5595,1,5,0.2857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108152,25.07733,121.5727,130,8642,2,5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500108153,25.07897,121.5737,130,4156,1,5,0.2222222222222222,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108154,25.08049,121.57361,130,16321,4,5,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500108156,25.06805,121.58488,129,81604,22,4,0.24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500108157,25.06605,121.58206,129,66136,18,4,0.8333333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
500108158,25.06407,121.57787,130,12482,3,5,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500108159,25.06151,121.57811,130,18063,5,5,0.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500108160,25.08152,121.56489,130,3494,0,5,0.2105263157894736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500108161,25.08203,121.56298,129,57002,15,4,0.40625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479
500108162,25.08318,121.56154,129,50835,14,4,0.0476190476190476,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
500108164,25.07941,121.57277,129,81604,22,4,0.2666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500108165,25.07074,121.61803,130,3003,0,5,0.6428571428571429,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500108166,25.08035,121.5705,129,85803,23,4,0.3846153846153846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500108167,25.07983,121.59625,129,82804,23,4,0.7142857142857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500108168,25.08227,121.56709,130,6735,1,5,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108169,25.06153,121.60033,130,1754,0,5,0.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500108170,25.08514,121.56161,130,19322,5,5,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500108171,25.07567,121.57341,130,11404,3,5,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500108172,25.07862,121.58796,130,603,0,5,0.4666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500108173,25.06099,121.59662,126,22141,6,1,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
500108174,25.07264,121.60692,130,12004,3,5,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500108175,25.07595,121.62257,129,83403,23,4,0.5625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500108176,25.08438,121.57876,130,17702,4,5,0.1111111111111111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500108177,25.06092,121.58898,128,30602,8,3,0.4137931034482758,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
500108178,25.05703,121.57861,129,81604,22,4,0.2727272727272727,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500108179,25.05698,121.58173,130,18421,5,5,0.3461538461538461,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500108181,25.08389,121.57189,130,12004,3,5,0.6818181818181818,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500108182,25.06468,121.58654,130,603,0,5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500108183,25.07165,121.61177,130,603,0,5,0.3461538461538461,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500108184,25.06658,121.60803,128,55635,15,3,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.7071067811865471,-0.7071067811865479
500108185,25.0692,121.6122,130,15302,4,5,0.4666666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500108186,25.06082,121.58757,129,52203,14,4,0.5333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
500108187,25.07712,121.58096,129,81004,22,4,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500108188,25.06701,121.61194,130,4203,1,5,0.2666666666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108189,25.08383,121.60253,130,3003,0,5,0.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500108190,25.08533,121.558,130,9603,2,5,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500108191,25.08645,121.56928,129,57002,15,4,0.1785714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479
500108192,25.06572,121.59778,128,79204,22,3,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
500108193,25.06703,121.59048,129,81004,22,4,0.1904761904761904,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500108194,25.07834,121.58076,130,20057,5,5,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500108195,25.07837,121.59652,130,7982,2,5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500108196,25.07966,121.59793,130,5462,1,5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108197,25.07077,121.59,129,52203,14,4,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
500108199,25.06769,121.61163,130,4203,1,5,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500108200,25.06865,121.60884,129,25803,7,4,0.238095238095238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063
500108201,25.07457,121.5901,130,7682,2,5,0.5652173913043478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500108202,25.08899,121.56036,129,68235,18,4,0.3888888888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
500108203,25.08409,121.57066,129,59416,16,4,0.04,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
500108204,25.08107,121.58609,129,84603,23,4,0.3846153846153846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500108205,25.08443,121.56912,130,13803,3,5,0.5789473684210527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500108206,25.08466,121.56577,129,66315,18,4,0.2857142857142857,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
500109001,25.1168,121.5048,130,16742,4,5,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109002,25.10981,121.49886,130,196,0,5,0.24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500109003,25.11357,121.52255,130,3182,0,5,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500109004,25.10896,121.51936,130,11943,3,5,0.4347826086956521,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500109005,25.10788,121.51457,130,12122,3,5,0.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500109006,25.12416,121.52607,130,10204,2,5,0.4594594594594595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500109007,25.11739,121.46288,130,19561,5,5,0.1290322580645161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109008,25.11884,121.46912,130,14834,4,5,0.8285714285714286,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109009,25.1203,121.4665,130,5342,1,5,0.4285714285714285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109010,25.13149,121.47365,129,72677,20,4,0.9333333333333332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
500109011,25.12397,121.46712,130,18842,5,5,0.101010101010101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109012,25.12618,121.46737,129,85803,23,4,0.1818181818181818,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500109013,25.12796,121.46782,130,11522,3,5,0.4838709677419355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500109014,25.1231,121.47092,129,77354,21,4,0.0833333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474
500109015,25.1378,121.4863,130,19742,5,5,0.0666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109016,25.13666,121.48159,130,19825,5,5,0.8666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109017,25.13475,121.49613,130,4203,1,5,0.2413793103448276,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109018,25.13997,121.48967,129,82336,22,4,0.5333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500109019,25.13776,121.49345,130,19742,5,5,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109020,25.14582,121.49303,129,81604,22,4,0.5555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500109022,25.13691,121.49987,130,21974,6,5,0.9047619047619048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
500109023,25.13733,121.50339,130,19442,5,5,0.4047619047619047,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109024,25.13187,121.499,130,1204,0,5,0.5333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500109025,25.12634,121.50099,130,19442,5,5,0.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109026,25.12297,121.50158,130,4982,1,5,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109027,25.12725,121.50676,130,19203,5,5,0.9482758620689656,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109028,25.12814,121.49782,130,16923,4,5,0.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109029,25.11798,121.50342,130,18362,5,5,0.4761904761904761,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109030,25.12666,121.50373,130,3003,0,5,0.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500109031,25.12087,121.50523,130,18601,5,5,0.1041666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109032,25.11666,121.50962,130,17463,4,5,0.9714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109033,25.11912,121.51223,130,15302,4,5,0.5094339622641509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109034,25.11451,121.51567,130,13262,3,5,0.6290322580645161,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500109035,25.11752,121.51662,130,17463,4,5,0.0714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109036,25.11542,121.51469,130,18421,5,5,0.2727272727272727,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109037,25.11753,121.52186,130,17702,4,5,0.4166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109039,25.1144,121.51307,130,4082,1,5,0.3461538461538461,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109040,25.11865,121.5235,130,9363,2,5,0.48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500109041,25.11978,121.50422,130,1204,0,5,0.64,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500109042,25.11587,121.50576,130,7682,2,5,0.6470588235294118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500109043,25.11093,121.51382,130,5354,1,5,0.7272727272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109044,25.1137,121.52437,130,603,0,5,0.6923076923076923,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500109045,25.10467,121.51654,129,82804,23,4,0.3225806451612903,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500109046,25.12501,121.47158,130,14582,4,5,0.1951219512195122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109047,25.13485,121.47769,130,9063,2,5,0.8181818181818182,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
500109048,25.12081,121.51352,129,84004,23,4,0.081081081081081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500109049,25.13675,121.50224,130,6122,1,5,0.5833333333333334,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109050,25.13872,121.5021,130,541,0,5,0.8571428571428571,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500109051,25.11272,121.50922,130,6915,1,5,0.4117647058823529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109052,25.11416,121.50771,130,17715,4,5,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109053,25.11,121.51841,130,16203,4,5,0.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
500109054,25.13102,121.50408,130,18421,5,5,0.8205128205128205,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109055,25.10032,121.50599,130,18842,5,5,0.4666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109056,25.14319,121.49621,129,34877,9,4,0.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475
500109057,25.10065,121.51107,129,67397,18,4,0.7407407407407407,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
500109058,25.14058,121.49915,129,81734,22,4,0.3529411764705882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
500109059,25.14045,121.50446,130,4442,1,5,0.3571428571428571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109060,25.11535,121.51736,130,18842,5,5,0.7333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
500109061,25.12287,121.5037,129,85276,23,4,0.5833333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
500109062,25.14193,121.50835,128,82381,22,3,0.45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
500109063,25.12533,121.50573,130,5342,1,5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109064,25.11857,121.51846,130,6003,1,5,0.1851851851851851,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109065,25.12862,121.5033,306,13874,3,6,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476
500109066,25.1094,121.51248,130,12004,3,5,0.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
500109067,25.13774,121.50142,130,4936,1,5,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
500109068,25.13529,121.49664,130,3182,0,5,0.9090909090909092,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
500109070,25.13431,121.50226,129,58875,16,4,0.1333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
500109071,25.12757,121.47207,129,85935,23,4,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
